scene,Center_x,Center_y,patch,patch_cal,patch_rgb_vv,patch_rgb_vh,category,Head_x,Head_y,Tail_x,Tail_y,UpperLeft_x,UpperLeft_y,LowerRight_x,LowerRight_y,Manual_Length,Center_longitude,Center_latitude,North_Direction,Chip_Direction,Incidence,Elevation,Slant_Range_Time,MMSI,Nav_Status,Rot,Sog,AIS_Longitude,AIS_Latitude,Projected_Latitude,Projected_Longitude,Cog,True_Head,AIS_Length,AIS_Width,Draught,Name,Ship_Type,Length_overall,Breadth_extreme,Elaborated_type,Gross_tonnage,Deadweight
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11217,12722,Tanker_x11217_y12722.tif,Tanker_x11217_y12722.tif,Tanker_x11217_y12722_vv.tif,Tanker_x11217_y12722_vh.tif,Tanker,11224,12720,11212,12725,11241,12746,11193,12698,129,1.179894e+02,3.889847e+01,3.031323e+02,6.738014e+01,38.020943,33.704251,5763960.783644,413471590,1,0,0,117.989670,38.898335,38.898368,117.989676,189.00,303.00,112,17,66,TOCHO,81,112.680000,17.000000,Oil/Chemical Tanker,4522,6540
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11185,12658,Tanker_x11185_y12658.tif,Tanker_x11185_y12658.tif,Tanker_x11185_y12658_vv.tif,Tanker_x11185_y12658_vh.tif,Tanker,11192,12657,11179,12661,11211,12684,11159,12632,136,1.179943e+02,3.890373e+01,2.975318e+02,7.289727e+01,38.001120,33.687322,5762648.367809,413651000,1,0,0,117.994720,38.903625,38.903628,117.994737,1759.00,294.00,126,19,72,QI ZHONG 27,80,126.000000,19.000000,Tanker,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11232,12568,Tanker_x11232_y12568.tif,Tanker_x11232_y12568.tif,Tanker_x11232_y12568_vv.tif,Tanker_x11232_y12568_vh.tif,Tanker,11237,12566,11226,12571,11254,12590,11210,12546,121,1.179909e+02,3.891256e+01,3.049802e+02,6.555605e+01,38.029778,33.711776,5764570.868753,413456580,1,0,0,117.991402,38.912483,38.912481,117.991401,1459.00,280.00,120,17,73,HAI JIAM 77,80,120.000000,17.000000,Tanker,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,12458,13061,Other Type_x12458_y13061.tif,Other Type_x12458_y13061.tif,Other Type_x12458_y13061_vv.tif,Other Type_x12458_y13061_vh.tif,Other Type,12458,13058,12459,13066,12474,13077,12442,13045,81,1.178415e+02,3.888742e+01,1.708647e+01,-7.125016e+00,38.775140,34.346734,5815437.217655,412207980,0,0,0,117.841507,38.887478,38.887479,117.841510, 0.00,511.00,88,16,0,DA GU LUN 2,90,85.000000,15.000000,Other,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11657,13308,Cargo_x11657_y13308.tif,Cargo_x11657_y13308.tif,Cargo_x11657_y13308_vv.tif,Cargo_x11657_y13308_vh.tif,Cargo,11651,13305,11662,13312,11679,13330,11635,13286,130,1.179273e+02,3.885268e+01,6.711446e+01,-5.752881e+01,38.291848,33.935430,5782063.909929,413701980,1,128,0,117.927994,38.852821,38.852828,117.927987,3469.00,511.00,0,0,38,JINGANGLUN 8 HAO,70,98.000000,16.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,10693,13665,Cargo_x10693_y13665.tif,Cargo_x10693_y13665.tif,Cargo_x10693_y13665_vv.tif,Cargo_x10693_y13665_vh.tif,Cargo,10686,13662,10699,13667,10719,13691,10667,13639,140,1.180292e+02,3.880538e+01,7.873706e+01,-6.896249e+01,37.701315,33.431517,5742524.197048,413501530,0,0,0,118.029915,38.805470,38.805470,118.029915,3001.00,263.00,146,21,0,YANG HAI,70,145.000000,21.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,12087,13649,Cargo_x12087_y13649.tif,Cargo_x12087_y13649.tif,Cargo_x12087_y13649_vv.tif,Cargo_x12087_y13649_vh.tif,Cargo,12088,13646,12088,13654,12103,13665,12071,13633,81,1.178715e+02,3.882872e+01,1.012295e+01,0,38.552476,34.157293,5799994.003485,413000097,0,128,98,117.871429,38.828808,38.828070,117.871274,240.00,511.00,75,20,64,JINGANG PILOT BOAT 2,70,75.250000,16.000000,Deck Cargo Ship,1725,2000
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,13479,14632,Other Type_x13479_y14632.tif,Other Type_x13479_y14632.tif,Other Type_x13479_y14632_vv.tif,Other Type_x13479_y14632_vh.tif,Other Type,13474,14630,13484,14635,13499,14652,13459,14612,112,1.176935e+02,3.876196e+01,7.297960e+01,-6.343495e+01,39.389404,34.868764,5858474.874684,900135336,0,0,0,117.693764,38.762032,38.762025,117.693771, 0.00,511.00,120,20,0,XI YANG 16HAO       ,90,120.000000,20.000000,Other,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,8755,13258,Cargo_x8755_y13258.tif,Cargo_x8755_y13258.tif,Cargo_x8755_y13258_vv.tif,Cargo_x8755_y13258_vh.tif,Cargo,8739,13254,8772,13263,8821,13324,8689,13192,342,1.182574e+02,3.881119e+01,8.477027e+01,-7.474488e+01,36.490859,32.395487,5664440.496368,477849100,1,255,0,118.258606,38.811298,38.811315,118.258606,14.00,266.00,325,0,180,JINGANGLUN 24,70,325.000000,57.000000,Ore Carrier,134692,250292
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,8880,13140,Cargo_x8880_y13140.tif,Cargo_x8880_y13140.tif,Cargo_x8880_y13140_vv.tif,Cargo_x8880_y13140_vh.tif,Cargo,8864,13135,8895,13143,8942,13202,8818,13078,320,1.182457e+02,3.882381e+01,8.556748e+01,-7.552971e+01,36.569997,32.463413,5669371.249517,636015921,1,0,0,118.247231,38.823929,38.823923,118.247233,3075.00,269.00,330,57,180,SHENG HAI 9,70,330.000000,57.000000,Ore Carrier,132589,251028
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,9140,13083,Cargo_x9140_y13083.tif,Cargo_x9140_y13083.tif,Cargo_x9140_y13083_vv.tif,Cargo_x9140_y13083_vh.tif,Cargo,9128,13080,9157,13087,9198,13141,9082,13025,297,1.182174e+02,3.883309e+01,8.639737e+01,-7.642957e+01,36.733570,32.603613,5679740.107170,354335000,1,0,0,118.218399,38.833248,38.833234,118.218385,1540.00,268.00,289,45,177,CAO GANG 18,70,289.000000,45.060000,Bulk Carrier,91165,175980
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,9086,13200,Cargo_x9086_y13200.tif,Cargo_x9086_y13200.tif,Cargo_x9086_y13200_vv.tif,Cargo_x9086_y13200_vh.tif,Cargo,9072,13197,9102,13205,9146,13260,9026,13140,311,1.182211e+02,3.882170e+01,8.501523e+01,-7.506858e+01,36.700121,32.574991,5677570.772754,636016351,1,0,0,118.222206,38.821716,38.821716,118.222221,1708.00,270.00,300,50,0,JBU FORTH,70,299.880000,50.000000,Bulk Carrier,108051,208003
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,9237,13180,Tanker_x9237_y13180.tif,Tanker_x9237_y13180.tif,Tanker_x9237_y13180_vv.tif,Tanker_x9237_y13180_vh.tif,Tanker,9222,13177,9251,13183,9295,13238,9179,13122,295,1.182044e+02,3.882591e+01,8.830927e+01,-7.831063e+01,36.794441,32.655733,5683643.932708,205517000,1,3,0,118.205521,38.825851,38.825861,118.205541,20.00,274.00,274,48,170,FPMC B LUCK,80,274.200000,48.030000,Tanker,81324,158765
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,8948,13321,Cargo_x8948_y13321.tif,Cargo_x8948_y13321.tif,Cargo_x8948_y13321_vv.tif,Cargo_x8948_y13321_vh.tif,Cargo,8940,13317,8961,13328,8990,13363,8906,13279,237,1.182342e+02,3.880862e+01,7.221147e+01,-6.235402e+01,36.613678,32.500930,5672059.077748,414152000,1,0,1,118.234718,38.808823,38.808774,118.234721,1257.00,255.00,229,34,0,TOCHO,70,229.000000,33.000000,Bulk Carrier,44725,81870
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,8983,13532,Cargo_x8983_y13532.tif,Cargo_x8983_y13532.tif,Cargo_x8983_y13532_vv.tif,Cargo_x8983_y13532_vh.tif,Cargo,8974,13529,8992,13536,9019,13568,8947,13496,193,1.182258e+02,3.879019e+01,7.868426e+01,-6.874949e+01,36.636462,32.520513,5673445.202560,413376470,1,0,0,118.226509,38.790199,38.790208,118.226518,2085.00,262.00,189,32,113,XIANG LONG 8,70,189.990000,32.250000,Bulk Carrier,32965,56769
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,9376,15281,Tanker_x9376_y15281.tif,Tanker_x9376_y15281.tif,Tanker_x9376_y15281_vv.tif,Tanker_x9376_y15281_vh.tif,Tanker,9378,15279,9374,15284,9386,15291,9366,15271,64,1.181445e+02,3.863911e+01,3.321300e+02,3.865981e+01,36.886678,32.734933,5689284.518931,413302350,0,0,84,118.145462,38.640320,38.639318,118.144463,1470.00,511.00,49,10,0,     JIHUANGYU 02016,80,50.000000,10.000000,Tanker,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11381,14403,Cargo_x11381_y14403.tif,Cargo_x11381_y14403.tif,Cargo_x11381_y14403_vv.tif,Cargo_x11381_y14403_vh.tif,Cargo,11377,14400,11384,14406,11395,14417,11367,14389,92,1.179359e+02,3.874983e+01,5.901866e+01,-4.939871e+01,38.125941,33.794071,5770725.506255,412355620,1,127,0,117.936378,38.750015,38.750015,117.936374,1627.00,332.00,100,16,35,JINGANGLUN 21,70,99.000000,16.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11110,14398,Cargo_x11110_y14398.tif,Cargo_x11110_y14398.tif,Cargo_x11110_y14398_vv.tif,Cargo_x11110_y14398_vh.tif,Cargo,11105,14396,11116,14402,11132,14420,11088,14376,125,1.179667e+02,3.874601e+01,7.107935e+01,-6.138954e+01,37.959405,33.651913,5759624.797775,413374760,1,127,0,117.967278,38.746128,38.746059,117.967209,853.00,218.00,97,16,59,,70,97.000000,16.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11178,14415,Cargo_x11178_y14415.tif,Cargo_x11178_y14415.tif,Cargo_x11178_y14415_vv.tif,Cargo_x11178_y14415_vh.tif,Cargo,11174,14412,11183,14419,11196,14433,11160,14397,115,1.179587e+02,3.874555e+01,6.175720e+01,-5.212502e+01,38.001232,33.687619,5762410.654634,412438280,1,0,0,117.959045,38.745625,38.745616,117.959037,1284.00,269.00,97,16,42,,70,97.000000,16.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11159,14502,Cargo_x11159_y14502.tif,Cargo_x11159_y14502.tif,Cargo_x11159_y14502_vv.tif,Cargo_x11159_y14502_vh.tif,Cargo,11154,14499,11165,14507,11181,14524,11137,14480,136,1.179590e+02,3.873742e+01,6.361260e+01,-5.397263e+01,37.989777,33.677850,5761634.811776,413741000,1,0,0,117.959503,38.737728,38.737716,117.959500,2210.00,248.00,134,19,45,JIHUANGYUYUN 05198,70,134.000000,19.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11339,14490,Cargo_x11339_y14490.tif,Cargo_x11339_y14490.tif,Cargo_x11339_y14490_vv.tif,Cargo_x11339_y14490_vh.tif,Cargo,11329,14487,11344,14494,11369,14520,11309,14460,165,1.179389e+02,3.874134e+01,7.470622e+01,-6.498311e+01,38.100352,33.772237,5769007.585274,412760560,1,128,0,117.939941,38.741451,38.741453,117.939948,155.00,252.00,138,21,45,JIHUANGYUYUN 00552,70,138.000000,21.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11231,14612,Cargo_x11231_y14612.tif,Cargo_x11231_y14612.tif,Cargo_x11231_y14612_vv.tif,Cargo_x11231_y14612_vh.tif,Cargo,11228,14610,11236,14616,11247,14628,11215,14596,100,1.179486e+02,3.872866e+01,6.276529e+01,-5.313010e+01,38.034296,33.715865,5764587.143145,412328880,1,128,0,117.948799,38.728748,38.728744,117.948795,102.00,511.00,97,16,36,,70,97.000000,16.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11276,14679,Cargo_x11276_y14679.tif,Cargo_x11276_y14679.tif,Cargo_x11276_y14679_vv.tif,Cargo_x11276_y14679_vh.tif,Cargo,11271,14675,11283,14683,11300,14703,11252,14655,144,1.179421e+02,3.872334e+01,6.596000e+01,-5.630993e+01,38.062116,33.739620,5766432.319521,413510000,1,0,0,117.942635,38.723549,38.723549,117.942635,2510.00,253.00,135,22,62,HAI YUAN 108,70,135.000000,23.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11119,14614,Cargo_x11119_y14614.tif,Cargo_x11119_y14614.tif,Cargo_x11119_y14614_vv.tif,Cargo_x11119_y14614_vh.tif,Cargo,11115,14612,11124,14619,11137,14632,11101,14596,114,1.179612e+02,3.872672e+01,6.175953e+01,-5.212502e+01,37.965480,33.657123,5759999.455477,413488810,0,0,0,117.961571,38.726784,38.726776,117.961579,1428.00,238.00,98,16,35,,70,98.000000,16.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11146,14683,Cargo_x11146_y14683.tif,Cargo_x11146_y14683.tif,Cargo_x11146_y14683_vv.tif,Cargo_x11146_y14683_vh.tif,Cargo,11143,14680,11151,14688,11162,14699,11130,14667,113,1.179567e+02,3.872093e+01,5.462850e+01,-45,37.982245,33.671441,5761107.351730,413328060,1,128,0,117.956978,38.721081,38.721081,117.956982,959.00,511.00,91,13,28,,70,90.000000,13.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,11206,14704,Cargo_x11206_y14704.tif,Cargo_x11206_y14704.tif,Cargo_x11206_y14704_vv.tif,Cargo_x11206_y14704_vh.tif,Cargo,11200,14701,11210,14707,11226,14724,11186,14684,117,1.179495e+02,3.871999e+01,6.870609e+01,-5.903624e+01,38.019166,33.702960,5763565.669114,412271780,0,128,0,117.950050,38.720165,38.720165,117.950050,362.00,511.00,97,16,0,,70,97.000000,16.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,9158,12127,Cargo_x9158_y12127.tif,Cargo_x9158_y12127.tif,Cargo_x9158_y12127_vv.tif,Cargo_x9158_y12127_vh.tif,Cargo,9168,12127,9149,12128,9196,12165,9120,12089,189,1.182355e+02,3.891938e+01,2.832797e+02,8.698721e+01,36.742402,32.611068,5680442.113719,413454030,1,0,0,118.236137,38.919193,38.919184,118.236121,2097.00,285.00,189,32,0,GUO DIAN 17         ,70,189.000000,32.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,7596,1398,Cargo_x7596_y1398.tif,Cargo_x7596_y1398.tif,Cargo_x7596_y1398_vv.tif,Cargo_x7596_y1398_vh.tif,Cargo,7602,1396,7590,1400,7620,1422,7572,1374,125,1.217696e+02,2.865401e+01,9.820804e+01,7.156505e+01,35.895931,31.895595,5613860.071141,413370760,1,0,0,121.766998,28.653667,28.653667,121.767056,1880.00,88.00,111,18,56,JIANG XIA PING,70,111.000000,19.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,7424,1389,Cargo_x7424_y1389.tif,Cargo_x7424_y1389.tif,Cargo_x7424_y1389_vv.tif,Cargo_x7424_y1389_vh.tif,Cargo,7420,1389,7431,1389,7446,1411,7402,1367,109,1.217525e+02,2.865035e+01,2.593660e+02,-90,35.784696,31.799826,5607193.672064,413325510,1,128,0,121.750267,28.650051,28.650067,121.750276,2444.00,511.00,97,16,59,JING HUA 7,70,97.000000,16.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,7407,1502,Cargo_x7407_y1502.tif,Cargo_x7407_y1502.tif,Cargo_x7407_y1502_vv.tif,Cargo_x7407_y1502_vh.tif,Cargo,7408,1501,7397,1505,7429,1524,7385,1480,116,1.217487e+02,2.866025e+01,9.976346e+01,7.001689e+01,35.774101,31.790718,5606537.741514,412421670,1,0,0,121.745773,28.659723,28.659716,121.745776,3185.00,91.00,98,16,53,LIAN HE 12,70,98.000000,15.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,7389,1729,Other Type_x7389_y1729.tif,Other Type_x7389_y1729.tif,Other Type_x7389_y1729_vv.tif,Other Type_x7389_y1729_vh.tif,Other Type,7395,1731,7385,1732,7409,1749,7369,1709,100,1.217427e+02,2.868040e+01,8.519596e+01,8.428941e+01,35.763259,31.781411,5605845.993461,413431070,8,128,2,121.739960,28.680227,28.680172,121.739971,1017.00,170.00,0,0,0,ZHE YU JI 358,0,76.000000,13.000000,Cargo - Hazard C (Minor),NaN,NaN
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,7478,1788,Cargo_x7478_y1788.tif,Cargo_x7478_y1788.tif,Cargo_x7478_y1788_vv.tif,Cargo_x7478_y1788_vh.tif,Cargo,7483,1784,7470,1795,7504,1814,7452,1762,171,1.217505e+02,2.868720e+01,1.203237e+02,4.976364e+01,35.821006,31.831136,5609296.992448,412766340,5,0,0,121.748520,28.686548,28.686539,121.748523,1291.00,306.00,0,0,102,,70,180.000000,28.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,8014,2074,Cargo_x8014_y2074.tif,Cargo_x8014_y2074.tif,Cargo_x8014_y2074_vv.tif,Cargo_x8014_y2074_vh.tif,Cargo,8025,2070,8004,2080,8056,2116,7972,2032,233,1.217990e+02,2.872178e+01,1.053143e+02,6.453665e+01,36.162704,32.124691,5630387.399893,413445150,1,0,2,121.796059,28.721716,28.721805,121.796099,2592.00,112.00,190,29,56,xinhaixing55,70,190.000000,28.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,7727,1318,Other Type_x7727_y1318.tif,Other Type_x7727_y1318.tif,Other Type_x7727_y1318_vv.tif,Other Type_x7727_y1318_vh.tif,Other Type,7727,1316,7731,1324,7743,1334,7711,1302,90,1.217843e+02,2.864895e+01,1.957904e+02,-2.656505e+01,35.978971,31.966888,5619035.026756,413620120,0,0,57,121.783241,28.648127,28.647227,121.783480,236.00,511.00,0,0,0,,0,56.000000,9.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,7713,5845,Tanker_x7713_y5845.tif,Tanker_x7713_y5845.tif,Tanker_x7713_y5845_vv.tif,Tanker_x7713_y5845_vh.tif,Tanker,7711,5843,7715,5849,7725,5857,7701,5833,72,1.216968e+02,2.905635e+01,2.026264e+02,-3.369007e+01,35.970356,31.959463,5618483.152613,412439767,0,128,4,121.696609,29.056627,29.056724,121.696580,2277.00,511.00,55,9,0,XINGLONGZHOU105,80,50.000000,9.000000,Unspecified,NaN,NaN
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,12761,9128,Cargo_x12761_y9128.tif,Cargo_x12761_y9128.tif,Cargo_x12761_y9128_vv.tif,Cargo_x12761_y9128_vh.tif,Cargo,12757,9124,12764,9132,12777,9144,12745,9112,107,1.221451e+02,2.943400e+01,2.103375e+02,-4.118593e+01,39.093101,34.628870,5823777.688467,413326620,0,128,2,122.142532,29.433294,29.433351,122.142520,2910.00,511.00,98,16,58,furunda1,70,98.000000,16.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,15342,11582,Tanker_x15342_y11582.tif,Tanker_x15342_y11582.tif,Tanker_x15342_y11582_vv.tif,Tanker_x15342_y11582_vh.tif,Tanker,15342,11563,15341,11609,15434,11674,15250,11490,467,1.223616e+02,2.969604e+01,1.687315e+02,1.245364e+00,40.611126,35.915002,5934185.258829,538006701,1,6,1,122.359047,29.695253,29.695287,122.359040,2459.00,350.00,0,0,70,,80,276.000000,48.000000,Tanker,82515,157463
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,15674,12118,Cargo_x15674_y12118.tif,Cargo_x15674_y12118.tif,Cargo_x15674_y12118_vv.tif,Cargo_x15674_y12118_vh.tif,Cargo,15662,12106,15674,12135,15732,12176,15616,12060,318,1.223856e+02,2.974953e+01,1.920778e+02,-2.247943e+01,40.802268,36.076259,5948698.393365,211779000,1,0,1,122.382790,29.750156,29.750187,122.382783,2870.00,17.00,299,40,145,NORTHERN MAJESTIC,79,299.990000,40.000000,Container Ship,75590,85400
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,15434,12327,Tanker_x15434_y12327.tif,Tanker_x15434_y12327.tif,Tanker_x15434_y12327_vv.tif,Tanker_x15434_y12327_vh.tif,Tanker,15433,12322,15437,12335,15460,12353,15408,12301,137,1.223573e+02,2.976454e+01,1.867733e+02,-1.710273e+01,40.664397,35.959951,5938213.452313,356876000,1,0,3,122.354668,29.763483,29.763528,122.354573,2400.00,359.00,134,20,88,WHITNEY,81,134.160000,20.500000,Oil/Chemical Tanker,8417,14206
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,15840,12298,Tanker_x15840_y12298.tif,Tanker_x15840_y12298.tif,Tanker_x15840_y12298_vv.tif,Tanker_x15840_y12298_vh.tif,Tanker,15840,12288,15841,12315,15894,12352,15786,12244,274,1.223992e+02,2.976836e+01,1.720690e+02,-2.121096e+00,40.897793,36.156848,5955954.063282,413107000,1,0,2,122.396385,29.767651,29.767630,122.396344,2150.00,353.00,229,32,143,LIAN AN HU,80,229.000000,32.200000,Oil Products Tanker,40996,71962
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,16758,12320,Tanker_x16758_y12320.tif,Tanker_x16758_y12320.tif,Tanker_x16758_y12320_vv.tif,Tanker_x16758_y12320_vh.tif,Tanker,16751,12314,16767,12328,16790,12352,16726,12288,214,1.224922e+02,2.978483e+01,2.182808e+02,-4.881407e+01,41.422638,36.599162,5996256.889038,413247000,1,0,5,122.490273,29.783766,29.783936,122.490260,2560.00, 2.00,228,32,147,LIAN XING HU,80,228.600000,32.260000,Oil Products Tanker,43153,75504
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,16321,12469,Cargo_x16321_y12469.tif,Cargo_x16321_y12469.tif,Cargo_x16321_y12469_vv.tif,Cargo_x16321_y12469_vh.tif,Cargo,16312,12462,16328,12480,16357,12505,16285,12433,242,1.224450e+02,2.979136e+01,2.110678e+02,-4.163354e+01,41.174408,36.390209,5976974.216627,413625000,1,0,4,122.441841,29.790525,29.790901,122.442241,2779.00,27.00,224,32,122,GUO DIAN 6,70,224.980000,32.200000,Bulk Carrier,35874,69235
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,16169,10865,Cargo_x16169_y10865.tif,Cargo_x16169_y10865.tif,Cargo_x16169_y10865_vv.tif,Cargo_x16169_y10865_vh.tif,Cargo,16172,10855,16170,10884,16227,10923,16111,10807,295,1.224589e+02,2.964462e+01,1.660342e+02,3.945186e+00,41.086588,36.316122,5970320.169931,477311100,1,245,3,122.456497,29.643908,29.643840,122.456421,1078.00,351.00,254,43,145,MAGSENGER 11,70,254.000000,43.020000,Bulk Carrier,64769,115455
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,17369,11220,Tanker_x17369_y11220.tif,Tanker_x17369_y11220.tif,Tanker_x17369_y11220_vv.tif,Tanker_x17369_y11220_vh.tif,Tanker,17371,11202,17371,11242,17449,11300,17289,11140,406,1.225745e+02,2.969547e+01,1.700527e+02,0,41.767378,36.889046,6023327.994079,477771400,1,5,1,122.572418,29.694258,29.694294,122.572407,2459.00,344.00,333,60,226,BRIGHTOIL GALAXY,80,333.140000,60.050000,Crude Oil Tanker,161296,319743
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,17285,11572,Tanker_x17285_y11572.tif,Tanker_x17285_y11572.tif,Tanker_x17285_y11572_vv.tif,Tanker_x17285_y11572_vh.tif,Tanker,17280,11560,17290,11588,17341,11628,17229,11516,301,1.225595e+02,2.972582e+01,1.893739e+02,-1.965382e+01,41.720083,36.849280,6019608.695584,477170700,1,0,2,122.556686,29.724962,29.724945,122.556607,2007.00,21.00,243,42,154,SEA BAY,80,243.000000,42.030000,Tanker,60193,108760
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,16251,14389,Cargo_x16251_y14389.tif,Cargo_x16251_y14389.tif,Cargo_x16251_y14389_vv.tif,Cargo_x16251_y14389_vh.tif,Cargo,16256,14387,16245,14394,16273,14411,16229,14367,131,1.224022e+02,2.996291e+01,1.127589e+02,5.752881e+01,41.130000,36.352527,5973847.721059,412400040,1,0,0,122.399620,29.962521,29.962524,122.399620,3360.00,288.00,122,18,69,huixun,70,122.000000,18.000000,Cargo,NaN,NaN
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,14924,14073,Cargo_x14924_y14073.tif,Cargo_x14924_y14073.tif,Cargo_x14924_y14073_vv.tif,Cargo_x14924_y14073_vh.tif,Cargo,14934,14069,14915,14079,14962,14111,14886,14035,215,1.222728e+02,2.991349e+01,1.079529e+02,6.224146e+01,40.365433,35.707152,5916057.364050,413451140,1,0,0,122.270866,29.913008,29.913019,122.270853,3472.00,290.00,199,32,66,ZHE HAI 101         ,70,199.000000,32.000000,Bulk Carrier,30421,49031
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,14890,14023,Cargo_x14890_y14023.tif,Cargo_x14890_y14023.tif,Cargo_x14890_y14023_vv.tif,Cargo_x14890_y14023_vh.tif,Cargo,14898,14017,14881,14027,14924,14057,14856,13989,197,1.222703e+02,2.990846e+01,1.106805e+02,5.953446e+01,40.345713,35.690472,5914596.344410,412401710,1,0,1,122.268257,29.907963,29.907937,122.268267,3544.00,286.00,199,32,60,ZHE HAI 105         ,70,199.990000,32.000000,Bulk Carrier,30421,48972
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,14720,13976,Cargo_x14720_y13976.tif,Cargo_x14720_y13976.tif,Cargo_x14720_y13976_vv.tif,Cargo_x14720_y13976_vh.tif,Cargo,14730,13972,14714,13983,14752,14008,14688,13944,195,1.222538e+02,2.990153e+01,1.147446e+02,5.549148e+01,40.246445,35.606471,5907281.067905,414016000,1,0,1,122.251907,29.901167,29.901187,122.251902,1992.00,286.00,190,32,72,ZHE HAI 363,70,189.990000,32.000000,Bulk Carrier,33147,57525
